File Name,Name,ID,Version,Mod Loader,URL,Authors,Logo Path,Display Name,Abbr,Mcmod,Subname,Curseforge,Status,File Path,File SHA-1
StructureCompass-1.20.1-2.0.9.jar.disabled,Structure Compass Mod,structurecompass,2.0.9,FORGE,https://www.curseforge.com/minecraft/mc-mods/structure-compass,Mrbysco,,结构指南针 (Structure Compass),,9194,Structure Compass,structure-compass,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/StructureCompass-1.20.1-2.0.9.jar.disabled,c3441f3abbcb7f30b9169f09003b94d3267d296d
structurize-1.20.1-1.0.742-RELEASE.jar.disabled,Structurize,structurize,1.20.1-1.0.742-RELEASE,FORGE,https://minecolonies.com/,LDT Team,,结构化 (Structurize),,1865,Structurize,structurize,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/structurize-1.20.1-1.0.742-RELEASE.jar.disabled,835236baf54eab5dca109d03b598b3943b8b15b7
stylecolonies-1.5.jar.disabled,stylecolonies mod,stylecolonies,1.5,FORGE,,Raycoms,,Stylecolonies,,13193,,stylecolonies,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/stylecolonies-1.5.jar.disabled,b732c7d6aa0f74cbbd4c6037693d47979be44c2a
Super Factory Manager-1.20.1-4.17.0.jar.disabled,Super Factory Manager,sfm,4.17.0,FORGE,,TeamDman,,[SFM] 超级工厂管理 (Super Factory Manager),SFM,1840,Super Factory Manager,super-factory-manager,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Super Factory Manager-1.20.1-4.17.0.jar.disabled,742d6579170634cbe76256e27073414c34a889bb
supermartijn642configlib-1.1.8-forge-mc1.20.jar.disabled,SuperMartijn642's Config Library,supermartijn642configlib,1.1.8,FORGE,https://www.curseforge.com/minecraft/mc-mods/supermartijn642s-config-lib,SuperMartijn642,,SuperMartijn642's Config Lib,,4682,,supermartijn642s-config-lib,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/supermartijn642configlib-1.1.8-forge-mc1.20.jar.disabled,f80f9eed728966adcfbcc848633e789645057281
supermartijn642corelib-1.1.17-forge-mc1.20.1.jar.disabled,SuperMartijn642's Core Lib,supermartijn642corelib,1.1.17,FORGE,https://www.curseforge.com/minecraft/mc-mods/supermartijn642s-core-lib,SuperMartijn642,,SuperMartijn642's Core Lib,,4227,,supermartijn642s-core-lib,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/supermartijn642corelib-1.1.17-forge-mc1.20.1.jar.disabled,f2c3d1aa0bef8663700b9438f789c15cfd72137d
supplementaries-1.20-2.8.17.jar.disabled,Supplementaries,supplementaries,1.20-2.8.17,FORGE,,"MehVahdJukaar, Plantkillable",,锦致装饰 (Supplementaries),,3555,Supplementaries,supplementaries,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/supplementaries-1.20-2.8.17.jar.disabled,55ab43a1a9fc1f5ca4273c8c05403586f0c42fb6
sushigocrafting-1.20.1-0.5.2.jar.disabled,Sushi Go Crafting,sushigocrafting,0.5.2,FORGE,,,,巧制寿司 (Sushi Go Crafting),,4014,Sushi Go Crafting,sushigocrafting,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/sushigocrafting-1.20.1-0.5.2.jar.disabled,5adba8d3039e457674acfb8674a8c78e38feb82a
tempad-forge-1.20.1-2.3.4.jar.disabled,Tempad,tempad,2.3.4,FORGE,https://modrinth.com/mod/tempad,CodexAdrian,,任意门 (Tempad),,9022,Tempad,tempad,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/tempad-forge-1.20.1-2.3.4.jar.disabled,04f4c46e58317dca0e5665cee65a7fba730112ad
TerraBlender-forge-1.20.1-3.0.1.7.jar.disabled,TerraBlender,terrablender,3.0.1.7,FORGE,,Adubbz,tb_logo.png,TerraBlender,,5489,,terrablender,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/TerraBlender-forge-1.20.1-3.0.1.7.jar.disabled,afbb7536bdd5e723688c1eaa38df398fe15d0b18
Terralith_1.20.x_v2.5.4.jar.disabled,Terralith,terralith,2.5.4,FORGE,https://www.stardustlabs.net/,Stardust Labs,,Terralith,,4557,,terralith,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Terralith_1.20.x_v2.5.4.jar.disabled,79e1409b8db4ce86df9d6d6730f09c4bd8860a30
The_Undergarden-1.20.1-0.8.14.jar.disabled,The Undergarden,undergarden,0.8.14,FORGE,,quek,,[TUG] 深暗之园 (The Undergarden),TUG,2870,The Undergarden,the-undergarden,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/The_Undergarden-1.20.1-0.8.14.jar.disabled,d823f6da5ea81ee09df8038dc5645986b184a451
thermal_cultivation-1.20.1-11.0.1.24.jar.disabled,Thermal Cultivation,thermal_cultivation,11.0.1,FORGE,https://teamcofh.com/,King Lemming,,热力农业 (Thermal Cultivation),,876,Thermal Cultivation,thermal-cultivation,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/thermal_cultivation-1.20.1-11.0.1.24.jar.disabled,1973b5142aedca44aefa66d2406643e7d00205c7
thermal_dynamics-1.20.1-11.0.1.23.jar.disabled,Thermal Dynamics,thermal_dynamics,11.0.1,FORGE,https://teamcofh.com/,"King Lemming, covers1624",,,,,,,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/thermal_dynamics-1.20.1-11.0.1.23.jar.disabled,7a9b3691dfca81e52d3e34738c6bc0a98b58bf93
thermal_expansion-1.20.1-11.0.1.29.jar.disabled,Thermal Expansion,thermal_expansion,11.0.1,FORGE,https://teamcofh.com/,King Lemming,,,,,,,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/thermal_expansion-1.20.1-11.0.1.29.jar.disabled,c79fe5b922653d109cdcee45f4bca24c86daf6c0
thermal_foundation-1.20.1-11.0.6.70.jar.disabled,Thermal Foundation,thermal_foundation,11.0.6,FORGE,https://teamcofh.com/,King Lemming,,,,,,,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/thermal_foundation-1.20.1-11.0.6.70.jar.disabled,7c1fbd79c9bda7478560faa886eaadf0dd8d181f
thermal_innovation-1.20.1-11.0.1.23.jar.disabled,Thermal Innovation,thermal_innovation,11.0.1,FORGE,https://teamcofh.com/,King Lemming,,[TI] 热力革新 (Thermal Innovation),TI,1126,Thermal Innovation,thermal-innovation,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/thermal_innovation-1.20.1-11.0.1.23.jar.disabled,5c6881416ff4fb116d05f4a48acf12b30f10af82
thermal_integration-1.20.1-11.0.1.27.jar.disabled,Thermal Integration,thermal_integration,11.0.1,FORGE,https://teamcofh.com/,King Lemming,,,,,,,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/thermal_integration-1.20.1-11.0.1.27.jar.disabled,8d6ecb5e6c8b7dc0a95eeaba012c6bcd1b75e77d
thermal_locomotion-1.20.1-11.0.1.19.jar.disabled,Thermal Locomotion,thermal_locomotion,11.0.1,FORGE,https://teamcofh.com/,King Lemming,,热力运输 (Thermal Locomotion),,3237,Thermal Locomotion,thermal-locomotion,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/thermal_locomotion-1.20.1-11.0.1.19.jar.disabled,f39c3b75c4a34bc838c1abcc1ba88a8e724b11ec
ThermalExtra-3.0.9-1.20.1.jar.disabled,Thermal Extra,thermal_extra,3.0.9-1.20.1,FORGE,https://www.curseforge.com/minecraft/mc-mods/thermal_extra,Mrthomas20121,,Thermal: Extra,,6823,,thermal_extra,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/ThermalExtra-3.0.9-1.20.1.jar.disabled,ca5d2bc5c8154844e75e0ab51d9a392a457c83ce
theurgy-1.20.1-1.19.3.jar.disabled,Theurgy,theurgy,1.19.3,FORGE,,Kli Kli,,Theurgy,,4691,,theurgy,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/theurgy-1.20.1-1.19.3.jar.disabled,2edd14e44cc89bacfab1e0222748da78eda0408e
time-in-a-bottle-4.0.4-mc1.20.1.jar.disabled,Time In A Bottle,tiab,4.0.4-mc1.20.1,FORGE,,"MangoRage, haoict",,Time in a bottle [FORGE],,11512,,time-in-a-bottle-forge,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/time-in-a-bottle-4.0.4-mc1.20.1.jar.disabled,25a1aef5ed1984104835bcfb5d03027d32ce856b
tinyredstone-1.20-5.0.2.jar.disabled,Tiny Redstone,tinyredstone,1.20-5.0.2,FORGE,,Danny,,Tiny Redstone,,5399,,tiny-redstone,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/tinyredstone-1.20-5.0.2.jar.disabled,a9dd9b24b291c9e5393483c1edc3305704dec9cd
titanium-1.20.1-3.8.32.jar.disabled,Titanium,titanium,${version},FORGE,,"Horizon Studio, Coded",,钛 (Titanium),,2088,Titanium,titanium,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/titanium-1.20.1-3.8.32.jar.disabled,4672c64a8019e81a4a6c8239f20661d5edbd5da1
ToastControl-1.20.1-8.0.3.jar.disabled,Toast Control,toastcontrol,8.0.3,FORGE,,,,消息框控制 (Toast Control),,1758,Toast Control,toast-control,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/ToastControl-1.20.1-8.0.3.jar.disabled,e9ef48672f01b076ea3b8c7c5e6a139c2491a67c
tombstone-1.20.1-8.6.7.jar.disabled,Corail Tombstone,tombstone,8.6.7,FORGE,https://www.curseforge.com/minecraft/mc-mods/corail-tombstone/,Corail31,,墓碑：复生 (Tombstone: Revived),,2797,Tombstone: Revived,tombstone-revived,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/tombstone-1.20.1-8.6.7.jar.disabled,e76e9605067c6340d32c3dda029ac19258951a3a
ToolBelt-1.20.1-1.20.01.jar.disabled,Tool Belt,toolbelt,1.20.01,FORGE,https://github.com/gigaherz/ToolBelt,gigaherz,,工具皮带 (Tool Belt),,2649,Tool Belt,tool-belt,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/ToolBelt-1.20.1-1.20.01.jar.disabled,d60259ffa01525244f723243aec7bada503c5f0b
torchmaster-20.1.6.jar.disabled,Torchmaster,torchmaster,20.1.6,FORGE,,Xalcon,,火炬大师 (Torchmaster),,779,Torchmaster,torchmaster,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/torchmaster-20.1.6.jar.disabled,862c1ac614e82e86e8cd5ee476eab89acdc2bc22
totw_modded-forge-1.20.1-1.0.5.jar.disabled,Towers of the Wild Modded,totw_modded,1.0.5,FORGE,,celsiusqc,,旷野之息高塔 : 再重制 (Towers of the Wild Modded),,11568,Towers of the Wild Modded,towers-of-the-wild-modded,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/totw_modded-forge-1.20.1-1.0.5.jar.disabled,7222f155bb8f0acca583c3c7228eff92fc81f495
Towns-and-Towers-1.12-Fabric+Forge.jar.disabled,Towns and Towers,t_and_t,1.10.2,FORGE,,"Kubek, Biban_Auriu, Cristelknight",,[T&T] Towns and Towers,T&T,7000,,towns-and-towers-structure-add-on,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Towns-and-Towers-1.12-Fabric+Forge.jar.disabled,5a28ec56457cf1bf154e993cf73dba0428a7921b
towntalk-1.20.1-1.1.0.jar.disabled,TownTalk,towntalk,1.1.0,FORGE,https://minecolonies.com,LDT Team,,TownTalk,,13177,,towntalk,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/towntalk-1.20.1-1.1.0.jar.disabled,03e6488b9e762888d1d187d5cf73a60695b63c52
trashcans-1.0.18b-forge-mc1.20.jar.disabled,Trash Cans,trashcans,1.0.18b,FORGE,https://www.curseforge.com/minecraft/mc-mods/trash-cans,SuperMartijn642,,垃圾桶 (Trash Cans),,3766,Trash Cans,trash-cans,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/trashcans-1.0.18b-forge-mc1.20.jar.disabled,4bc991b861a981921d06b731368239ce6ea571d3
trashslot-forge-1.20-15.1.0.jar.disabled,TrashSlot,trashslot,15.1.0,FORGE,https://mods.twelveiterations.com/mc/trashslot,BlayTheNinth,,垃圾槽 (TrashSlot),,1893,TrashSlot,trashslot,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/trashslot-forge-1.20-15.1.0.jar.disabled,68c7dfe4ce173089533e4f1e480294505402742a
travelersbackpack-forge-1.20.1-9.1.15.jar.disabled,Traveler's Backpack,travelersbackpack,9.1.15,FORGE,https://www.curseforge.com/minecraft/mc-mods/travelers-backpack,Tiviacz1337,,旅行者背包 (Traveler's Backpack),,1732,Traveler's Backpack,travelers-backpack,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/travelersbackpack-forge-1.20.1-9.1.15.jar.disabled,7190d7e84d32b7b53cd2dfd13ab60764720fed75
Twigs-1.20.1-3.1.0.jar.disabled,Twigs,twigs,1.20.1-3.1.1,FORGE,,Ninni,,Twigs,,7088,,twigs,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Twigs-1.20.1-3.1.0.jar.disabled,704711f8abebf051945dca2ae2a1eba9c3405c57
twilightdelight-2.0.12.jar.disabled,Twilight's Flavor & Delight,twilightdelight,2.0.12,FORGE,,lcy0x1 and Goulixiaoji,,暮色风味乐事 (Twilight Flavors & Delight),,10610,Twilight Flavors & Delight,twilights-flavors-delight,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/twilightdelight-2.0.12.jar.disabled,a35f0d617f81148eebf3a4831feb18617b147111
twilightforest-1.20.1-4.3.2508-universal.jar.disabled,The Twilight Forest,twilightforest,4.3.2508,FORGE,https://www.curseforge.com/minecraft/mc-mods/the-twilight-forest,"Benimatic, AtomicBlom, Drullkus, Killer_Demon, quadraxis, Tamaized, williewillus, Andromander, GizmoTheMoonPig, jodlodi",,[TF] 暮色森林 (The Twilight Forest),TF,61,The Twilight Forest,the-twilight-forest,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/twilightforest-1.20.1-4.3.2508-universal.jar.disabled,fa3b506a45d3e9c465551cd533fd50c899496e9f
universalgrid-1.20.1-1.1.jar.disabled,Universal Grid,universalgrid,1.20.1-1.1,FORGE,https://www.curseforge.com/minecraft/mc-mods/universal-grid,YTrollman,,通用终端 (Universal Grid),,13087,Universal Grid,universal-grid,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/universalgrid-1.20.1-1.1.jar.disabled,68296d5aec31299bebfba7f8572409447b9a5fe7
utilitarian-1.20.1-0.9.1.jar.disabled,Utilitarian,utilitarian,1.20.1-0.9.1,FORGE,,LobsterJonn,,Utilitarian,,13186,,utilitarian,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/utilitarian-1.20.1-0.9.1.jar.disabled,cb05a6adb2089d9e63f52ea7e98c12eaf28d564c
UtilitiX-1.20.1-0.8.20.jar.disabled,UtilitiX,utilitix,1.20.1-0.8.20,FORGE,www.curseforge.com/members/melanx/,"MelanX, noeppi_noeppi",,UtilitiX,,11500,,utilitix,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/UtilitiX-1.20.1-0.8.20.jar.disabled,d61dc23247f9b93fc91ddfb5e56e62896b9134c4
valhelsia_core-forge-1.20.1-1.1.2.jar.disabled,Valhelsia Core,valhelsia_core,1.1.2,FORGE,,,,Valhelsia Core,,4003,,valhelsia-core,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/valhelsia_core-forge-1.20.1-1.1.2.jar.disabled,5e88feef805d15ffbe3c0918f53d6ed213a7dc6a
villagertools-1.20.1-1.0.3.jar.disabled,villagertools,villagertools,1.0.3,FORGE,https://www.curseforge.com/minecraft/mc-mods/villager-tools,Lothrazar,,Village Artifacts,,6489,,villager-tools,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/villagertools-1.20.1-1.0.3.jar.disabled,7f7a9030f14b7c21d11696b5e373fb48351bbe7c
Voidscape-1.20.1-1.5.389.jar.disabled,Voidscape,voidscape,1.20.1-1.5.389,FORGE,,Tamaized,,,,,,,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Voidscape-1.20.1-1.5.389.jar.disabled,794b864e1dd1bab20b8cc3f16f729b649e61abee
voidtotem-forge-1.20-3.0.1.jar.disabled,Void Totem,voidtotem,3.0.1,FORGE,https://www.curseforge.com/minecraft/mc-mods/voidtotem,Affehund,,虚空图腾 (Void Totem),,5295,Void Totem,voidtotem,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/voidtotem-forge-1.20-3.0.1.jar.disabled,2b5b4e5e366c38f961e931f12b66d328b560e66f
waystones-forge-1.20-14.1.4.jar.disabled,Waystones,waystones,14.1.4,FORGE,https://mods.twelveiterations.com/mc/waystones,BlayTheNinth,,传送石碑/指路石 (Waystones),,1339,Waystones,waystones,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/waystones-forge-1.20-14.1.4.jar.disabled,baeb982796f0170db8bd8284225044cb3046a97f
wirelesschargers-1.0.9a-forge-mc1.20.jar.disabled,Wireless Chargers,wirelesschargers,1.0.9a,FORGE,https://www.curseforge.com/minecraft/mc-mods/wireless-chargers,SuperMartijn642,,无线充电器 (Wireless Chargers),,4639,Wireless Chargers,wireless-chargers,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/wirelesschargers-1.0.9a-forge-mc1.20.jar.disabled,e3f1efc1260c67c77eadb105a4ee36403becbdb5
WitherSkeletonTweaks-1.20.1-9.1.0.jar.disabled,Wither Skeleton Tweaks,wstweaks,9.1.0,FORGE,,,,,,,,,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/WitherSkeletonTweaks-1.20.1-9.1.0.jar.disabled,e5c31395e10d9e858ca1fde42d35113945bfb658
xnet-1.20-6.1.4.jar.disabled,XNet,xnet,${version},FORGE,,McJty,,XNet,,775,,xnet,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/xnet-1.20-6.1.4.jar.disabled,0da05aa33e23d2a93a160ddf13b94e3bb0c2733a
xnetgases-1.20.1-5.0.0.jar.disabled,XNet Gases,xnetgases,5.0.0,FORGE,,Terrails,,XNet Gases,,3705,,xnet-gases,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/xnetgases-1.20.1-5.0.0.jar.disabled,a3497f9c557fa3c96ba31f5d686c69d7f64325a4
YeetusExperimentus-Forge-2.3.1-build.6+mc1.20.1.jar.disabled,Yeetus Experimentus,yeetusexperimentus,2.3.1-build.6+mc1.20.1,FORGE,,Sunekaer,,Yeetus Experimentus,,11062,,yeetusexperimentus,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/YeetusExperimentus-Forge-2.3.1-build.6+mc1.20.1.jar.disabled,6efdaf5d213f779e51aa84631a5f06a306351e75
YungsApi-1.20-Forge-4.0.5.jar.disabled,YUNG's API,yungsapi,1.20-Forge-4.0.5,FORGE,https://www.curseforge.com/minecraft/mc-mods/yungs-api,YUNGNICKYOUNG,,YUNG's API,,3372,,yungs-api,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/YungsApi-1.20-Forge-4.0.5.jar.disabled,c3a989fdf8429828bd784e35e83f89c0786b43de
YungsBetterDesertTemples-1.20-Forge-3.0.3.jar.disabled,YUNG's Better Desert Temples,betterdeserttemples,1.20-Forge-3.0.3,FORGE,https://www.curseforge.com/minecraft/mc-mods/yungs-better-desert-temples,"YUNGNICKYOUNG, Tera",,YUNG的沙漠神殿优化 (YUNG's Better Desert Temples),,6613,YUNG's Better Desert Temples,yungs-better-desert-temples,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/YungsBetterDesertTemples-1.20-Forge-3.0.3.jar.disabled,31b386b2dbaa4933e0a10ccdfb25f56da16931a6
YungsBetterDungeons-1.20-Forge-4.0.4.jar.disabled,YUNG's Better Dungeons,betterdungeons,1.20-Forge-4.0.4,FORGE,https://www.curseforge.com/minecraft/mc-mods/yungs-better-dungeons,"YUNGNICKYOUNG, Acarii",,YUNG的地牢优化 (YUNG's Better Dungeons),,4429,YUNG's Better Dungeons,yungs-better-dungeons,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/YungsBetterDungeons-1.20-Forge-4.0.4.jar.disabled,67a9e1c2ff126ab54cea8e0709d178915243039e
YungsBetterEndIsland-1.20-Forge-2.0.6.jar.disabled,YUNG's Better End Island,betterendisland,1.20-Forge-2.0.6,FORGE,https://www.curseforge.com/minecraft/mc-mods/yungs-better-end-island,"YUNGNICKYOUNG, Acarii",,YUNG的末地岛屿优化 (YUNG's Better End Island),,12175,YUNG's Better End Island,yungs-better-end-island,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/YungsBetterEndIsland-1.20-Forge-2.0.6.jar.disabled,4e7bf109981593061b8100bc8bf23e1c9bbcbb76
YungsBetterJungleTemples-1.20-Forge-2.0.5.jar.disabled,YUNG's Better Jungle Temples,betterjungletemples,1.20-Forge-2.0.5,FORGE,https://www.curseforge.com/minecraft/mc-mods/yungs-better-jungle-temples,"YUNGNICKYOUNG, Tera",,YUNG的丛林神庙优化 (YUNG's Better Jungle Temples),,12060,YUNG's Better Jungle Temples,yungs-better-jungle-temples,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/YungsBetterJungleTemples-1.20-Forge-2.0.5.jar.disabled,0b3c8556983895fea980247bb4d437ca535e7259
YungsBetterMineshafts-1.20-Forge-4.0.4.jar.disabled,YUNG's Better Mineshafts,bettermineshafts,1.20-Forge-4.0.4,FORGE,https://www.curseforge.com/minecraft/mc-mods/yungs-better-mineshafts-forge,YUNGNICKYOUNG,,YUNG的矿井优化 (YUNG's Better Mineshafts),,2788,YUNG's Better Mineshafts,yungs-better-mineshafts-forge,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/YungsBetterMineshafts-1.20-Forge-4.0.4.jar.disabled,e2cbc574807a994bb9610184eb4bbfe29a6c0774
YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar.disabled,YUNG's Better Nether Fortresses,betterfortresses,1.20-Forge-2.0.6,FORGE,https://www.curseforge.com/minecraft/mc-mods/yungs-better-nether-fortresses,"YUNGNICKYOUNG, Acarii",,YUNG的下界要塞优化 (YUNG's Better Nether Fortresses),,9384,YUNG's Better Nether Fortresses,yungs-better-nether-fortresses,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar.disabled,889cd16a93764d1d6af2e2dda5bbc286a2683e7a
YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar.disabled,YUNG's Better Ocean Monuments,betteroceanmonuments,1.20-Forge-3.0.4,FORGE,https://www.curseforge.com/minecraft/mc-mods/yungs-better-ocean-monuments,"YUNGNICKYOUNG, Tera",,YUNG的海底神殿优化 (YUNG's Better Ocean Monuments),,7904,YUNG's Better Ocean Monuments,yungs-better-ocean-monuments,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar.disabled,d8e74ed19903752a97ed0e1d2b1a8bf378bc252f
YungsBetterStrongholds-1.20-Forge-4.0.3.jar.disabled,YUNG's Better Strongholds,betterstrongholds,1.20-Forge-4.0.3,FORGE,https://www.curseforge.com/minecraft/mc-mods/yungs-better-strongholds,"YUNGNICKYOUNG, Acarii",,YUNG的要塞优化 (YUNG's Better Strongholds),,3787,YUNG's Better Strongholds,yungs-better-strongholds,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/YungsBetterStrongholds-1.20-Forge-4.0.3.jar.disabled,3730238c56edca4bb5b2238e1314aec572ced385
YungsBetterWitchHuts-1.20-Forge-3.0.3.jar.disabled,YUNG's Better Witch Huts,betterwitchhuts,1.20-Forge-3.0.3,FORGE,https://www.curseforge.com/minecraft/mc-mods/yungs-better-witch-huts,"YUNGNICKYOUNG, Acarii",,YUNG的沼泽小屋优化 (YUNG's Better Witch Huts),,6618,YUNG's Better Witch Huts,yungs-better-witch-huts,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/YungsBetterWitchHuts-1.20-Forge-3.0.3.jar.disabled,71fee574f920c6b05004f100ba07e9b8d5844169
YungsExtras-1.20-Forge-4.0.3.jar.disabled,YUNG's Extras,yungsextras,1.20-Forge-4.0.3,FORGE,https://www.curseforge.com/minecraft/mc-mods/yungs-extras,"YUNGNICKYOUNG, Acarii",,YUNG's Extras,,4276,,yungs-extras,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/YungsExtras-1.20-Forge-4.0.3.jar.disabled,4b2e632353a95c16a080c2e64c426480a139fbd6
ZeroCore2-1.20.1-2.1.44.jar.disabled,Zero CORE 2,zerocore,1.20.1-2.1.44,FORGE,,ZeroNoRyouki,logo.png,ZeroCore,,780,,ZeroCore,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/ZeroCore2-1.20.1-2.1.44.jar.disabled,cae3bfadea57ae1f289ce0e7a36f7cfc9cfbaba7
Zeta-1.0-19.jar.disabled,Zeta,zeta,1.0-19,FORGE,,"Vazkii, quat, IThundxr, siuol, wiresegal, MehVahdJukaar",,Zeta,,13572,,zeta,Disabled,/home/zkitefly/Desktop/MC/.minecraft/versions/All the Mods 9/mods/Zeta-1.0-19.jar.disabled,5b345ba7d1732cb6d165c9336b8e6dee11dda9f1
